point_id,traj,lon,lat,year,ndvi_max,n_images_that_year
c1_001,1,-90.092293,21.134868621826172,1985.0,0.804224967956543,6
c1_002,1,-90.057262,21.116815,1985.0,0.7289910912513733,6
c1_003,1,-90.097413,21.129209518432617,1985.0,0.7230442762374878,6
c1_004,1,-90.051873,21.142684,1985.0,0.6889398694038391,6
c1_005,1,-90.116815,21.0882511138916,1985.0,0.7407971620559692,6
c1_006,1,-90.066694,21.0987606048584,1985.0,0.7387255430221558,6
c1_007,1,-89.974805,21.120318,1985.0,0.7116936445236206,6
c1_008,1,-89.979925,21.132444381713867,1985.0,0.7424612045288086,6
c1_009,1,-89.988278,21.157773971557617,1985.0,0.7785823941230774,6
c1_010,1,-90.062921,21.101186,1985.0,0.5983904004096985,6
c1_011,1,-90.004177,21.130558013916016,1985.0,0.738029420375824,6
c1_012,1,-90.070197,21.140798,1985.0,0.772276759147644,6
c1_013,1,-89.989086,21.127055,1985.0,0.6251893639564514,6
c1_014,1,-90.05834197998047,21.147265,1985.0,0.7526185512542725,6
c1_015,1,-90.073969,21.147265,1985.0,0.8027929663658142,6
c1_016,1,-89.955672,21.141876220703125,1985.0,0.777799129486084,6
c1_017,1,-89.95162963867188,21.132444381713867,1985.0,0.7127110958099365,6
c1_018,1,-90.08124542236328,21.135408401489258,1985.0,0.7722848653793335,6
c1_019,1,-90.112234,21.128671646118164,1985.0,0.6817981600761414,6
c1_020,1,-89.977499,21.129480361938477,1985.0,0.6409295797348022,6
c1_021,1,-90.07855224609375,21.141337,1985.0,0.7304912209510803,6
c1_022,1,-90.075317,21.103341,1985.0,0.7640339732170105,6
c1_023,1,-90.067502,21.106845,1985.0,0.7817087173461914,6
c1_024,1,-89.947319,21.188493728637695,1985.0,0.7669764757156372,6
c1_025,1,-90.09876251220703,21.119779,1985.0,0.6168819665908813,6
c1_026,1,-89.945702,21.14322280883789,1985.0,0.7295476794242859,6
c1_027,1,-90.054837,21.112503051757812,1985.0,0.7568178176879883,6
c1_028,1,-90.010105,21.151576,1985.0,0.81873619556427,6
c1_029,1,-90.113042,21.085018157958984,1985.0,0.773796558380127,6
c1_030,1,-90.110348,21.111964,1985.0,0.684410572052002,6
c2_001,2,-89.941929,21.138911,1985.0,0.795408308506012,6
c2_002,2,-90.100647,21.146995,1985.0,0.6719651222229004,6
c2_003,2,-90.111964,21.138642,1985.0,0.7585262656211853,6
