point_id,traj,lon,lat,year,ndvi_median,n_images_that_year
c5_016,5,-90.002829,21.15642738342285,1999.0,0.3148114085197449,62
c5_022,5,-90.044597,21.154809951782227,1999.0,0.2155809849500656,62
c5_024,5,-89.995284,21.15642738342285,1999.0,0.20956352353096008,62
c5_003,5,-90.056993,21.154541015625,1999.0,0.2212168574333191,62
c5_013,5,-90.020614,21.157235,1999.0,0.18965516984462738,62
c5_020,5,-90.027621,21.156966,1999.0,0.16570714116096497,62
c5_025,5,-90.03301239013672,21.15966033935547,1999.0,0.0118010975420475,62
c5_034,5,-90.012261,21.166397094726562,1999.0,0.18079698085784912,62
c5_040,5,-90.069658,21.154541015625,1999.0,0.16679437458515167,62
c5_041,5,-89.998787,21.156156539916992,1999.0,0.20482578873634338,62
c5_043,5,-90.113042,21.13729476928711,1999.0,0.41642430424690247,62
c5_002,5,-90.042172,21.156156539916992,1999.0,0.14976997673511505,62
c5_004,5,-90.034088,21.156966,1999.0,0.21991489827632904,62
c5_001,5,-89.996093,21.155887603759766,1999.0,0.3387192189693451,62
c5_006,5,-90.035435,21.154809951782227,1999.0,0.3337204158306122,62
c5_015,5,-89.942738,21.172864,1999.0,0.3172759413719177,62
c5_018,5,-90.0685806274414,21.152385,1999.0,0.2188056856393814,62
c5_026,5,-89.998248,21.172326,1999.0,0.2651878595352173,62
c5_033,5,-90.01980590820312,21.156966,1999.0,0.39923295378685,62
c5_036,5,-90.041902,21.15750503540039,1999.0,0.3145885169506073,62
c5_039,5,-90.060496,21.15642738342285,1999.0,0.24323627352714539,62
c5_005,5,-90.041633,21.159929275512695,1999.0,0.4307018518447876,62
c5_009,5,-90.038938,21.154271,1999.0,0.3614315092563629,62
c5_019,5,-90.057262,21.155349,1999.0,0.16052962839603424,62
c5_021,5,-90.089598,21.148073196411133,1999.0,0.18300142884254456,62
c5_030,5,-90.071814,21.151845932006836,1999.0,0.20367224514484406,62
c5_031,5,-90.003099,21.155618,1999.0,0.3511606454849243,62
c5_035,5,-90.095527,21.151845932006836,1999.0,0.23551389575004578,62
c5_037,5,-89.996632,21.160469,1999.0,0.4844416379928589,62
c5_023,5,-89.978038,21.180139541625977,1999.0,0.10435381531715393,62
c5_017,5,-90.040555,21.145917892456055,1999.0,0.3309362232685089,62
c5_027,5,-90.08879089355469,21.150768280029297,1999.0,0.3731886148452759,62
c5_047,5,-90.001213,21.154541015625,1999.0,0.6355352401733398,62
c5_048,5,-90.028429,21.156696319580078,1999.0,0.2807464897632599,62
c5_029,5,-90.090407,21.149421,1999.0,0.21843190491199493,62
c5_032,5,-90.079359,21.150768280029297,1999.0,0.24774247407913208,62
c5_038,5,-90.04082489013672,21.156966,1999.0,0.3021993041038513,62
c5_046,5,-90.067233,21.152114868164062,1999.0,0.19390518963336945,62
c5_028,5,-90.095527,21.150499,1999.0,0.2993220388889313,62
c5_044,5,-89.973188,21.183374404907227,1999.0,0.2304609715938568,62
c5_042,5,-90.08124542236328,21.149421,1999.0,0.3160369098186493,62
c5_007,5,-90.021962,21.143491744995117,1999.0,0.3643552362918854,62
c10_001,3,-90.028968,21.158313,1999.0,0.10948818176984787,62
c10_005,3,-89.954594,21.163972,1999.0,0.31729456782341003,62
c10_002,3,-90.033549,21.15858268737793,1999.0,0.10572321712970734,62
c10_003,3,-90.030046,21.158044,1999.0,0.1531400978565216,62
c10_004,3,-90.029507,21.157773971557617,1999.0,0.16424717009067535,62
c10_006,3,-90.03301239013672,21.159122467041016,1999.0,0.1189020648598671,62
c10_007,3,-90.03301239013672,21.158044,1999.0,0.15994100272655487,62
c10_009,3,-90.032741,21.15858268737793,1999.0,0.14438915252685547,62
c10_010,3,-90.030585,21.158044,1999.0,0.15253303945064545,62
c10_008,3,-89.95405578613281,21.163972,1999.0,0.2792032063007355,62
c1_051,1,-90.064538,21.118162155151367,1999.0,0.48735490441322327,62
c1_052,1,-90.05322265625,21.112234115600586,1999.0,0.6255391240119934,62
c1_053,1,-90.068041,21.142953,1999.0,0.6341723799705505,62
c1_054,1,-90.00040435791016,21.124359130859375,1999.0,0.6661583185195923,62
c1_055,1,-90.049178,21.1402587890625,1999.0,0.6529572606086731,62
c2_051,2,-90.111695,21.123821258544922,1999.0,0.5093685388565063,62
c2_052,2,-90.02277374267578,21.139720916748047,1999.0,0.6064738631248474,62
c2_053,2,-89.941929,21.138911,1999.0,0.7746144533157349,62
c2_054,2,-89.950013,21.130019,1999.0,0.8068060874938965,62
c2_055,2,-90.106306,21.128941,1999.0,0.47972333431243896,62
c3_062,3,-90.086634,21.149690628051758,1999.0,0.1732710748910904,62
c3_051,3,-90.010914,21.144301,1999.0,0.7616210579872131,62
c3_055,3,-90.079359,21.150499,1999.0,0.2712818682193756,62
c3_058,3,-90.000943,21.171248,1999.0,0.6526551842689514,62
c3_052,3,-90.094179,21.114929,1999.0,0.6436018943786621,62
c3_059,3,-90.039208,21.1402587890625,1999.0,0.7343829870223999,62
c3_053,3,-90.013608,21.152114868164062,1999.0,0.785686194896698,62
c3_060,3,-89.958906,21.12489891052246,1999.0,0.843903124332428,62
c3_057,3,-90.058071,21.159929275512695,1999.0,0.6670092344284058,62
c3_061,3,-89.973457,21.138911,1999.0,0.7112112641334534,62
c3_064,3,-89.989625,21.149959564208984,1999.0,0.6270293593406677,62
c3_063,3,-90.030046,21.125707,1999.0,0.7468859553337097,62
c3_065,3,-89.972379,21.162086486816406,1999.0,0.7596497535705566,62
c3_054,3,-90.029237,21.101455,1999.0,0.7275387048721313,62
c3_056,3,-90.008758,21.114120483398438,1999.0,0.7115616798400879,62
c4_051,4,-89.958906,21.191997,1999.0,0.11238625645637512,62
c4_052,4,-89.957828,21.178254,1999.0,0.2107498198747635,62
c4_053,4,-89.994476,21.172864,1999.0,0.16671186685562134,62
c4_054,4,-89.994745,21.168822,1999.0,0.06754318624734879,62
c4_055,4,-90.0025634765625,21.169631,1999.0,0.0495205894112587,62
c1_001,1,-90.056184,21.12301254272461,2000.0,0.5999550223350525,69
c1_002,1,-89.984506,21.126246,2000.0,0.6838704943656921,69
c1_003,1,-90.070197,21.140798,2000.0,0.6462077498435974,69
c1_004,1,-90.057801,21.145648,2000.0,0.720031201839447,69
c1_005,1,-90.024926,21.145379,2000.0,0.5069736242294312,69
c1_006,1,-89.979386,21.130288,2000.0,0.6625730395317078,69
c1_007,1,-90.08636474609375,21.137025,2000.0,0.6545016169548035,69
c1_008,1,-89.952169,21.14322280883789,2000.0,0.6859312057495117,69
c1_009,1,-90.055106,21.138911,2000.0,0.4933988153934479,69
