date,t2m_c_c1,t2m_min_c_c1,t2m_max_c_c1,skin_t_c_c1,precip_mm_c1,evap_mm_c1,pot_evap_mm_c1,evap_gap_mm_c1,t2m_c_c2,t2m_min_c_c2,t2m_max_c_c2,skin_t_c_c2,precip_mm_c2,evap_mm_c2,pot_evap_mm_c2,evap_gap_mm_c2
1995-01-01,24.36743910801699,20.87245236484461,28.645758641408534,24.90685804214116,0.03407443834686072,0.3488484908494994,22.848113476390267,22.49926498554076,24.36743910801699,20.87245236484461,28.645758641408534,24.90685804214116,0.03407443834686072,0.3488484908494994,22.848113476390267,22.49926498554076
1995-01-02,24.513084171013485,22.46261686652253,28.203812179753502,24.919137950367418,0.3214009013510523,0.36477344323837985,22.118721460426887,21.753948017188502,24.513084171013485,22.46261686652253,28.203812179753502,24.919137950367418,0.3214009013510523,0.36477344323837985,22.118721460426887,21.753948017188502
1995-01-03,24.591301526594503,21.948626341354476,28.95397869350619,25.259341099761382,0.7694335618292878,0.5818422596380716,17.148354812779445,16.566512553141372,24.591301526594503,21.948626341354476,28.95397869350619,25.259341099761382,0.7694335618292878,0.5818422596380716,17.148354812779445,16.566512553141372
1995-01-04,24.11964966103385,22.38875150341259,27.99312042204075,24.440613041011364,2.6342398518195824,1.3687060322506233,11.700106891644342,10.331400859393716,24.11964966103385,22.38875150341259,27.99312042204075,24.440613041011364,2.6342398518195824,1.3687060322506233,11.700106891644342,10.331400859393716
1995-01-05,24.165186953032286,22.0828317769189,28.765147292945645,24.42444975529256,2.2141737547386446,1.4216360646224897,11.123015211685814,9.701379147063319,24.165186953032286,22.0828317769189,28.765147292945645,24.42444975529256,2.2141737547386446,1.4216360646224897,11.123015211685814,9.701379147063319
1995-01-06,25.312137737813945,22.019925626544428,31.514479324539625,25.301710353536514,2.2826551711029675,1.8041795739650137,23.70494119914831,21.900761625183296,25.312137737813945,22.019925626544428,31.514479324539625,25.301710353536514,2.2826551711029675,1.8041795739650137,23.70494119914831,21.900761625183296
1995-01-07,26.0544323221037,22.994985460991458,28.847341186910377,26.713510600107107,0.02007813636750224,0.6273229219027285,22.29728679100196,21.669963869099227,26.0544323221037,22.994985460991458,28.847341186910377,26.713510600107107,0.02007813636750224,0.6273229219027285,22.29728679100196,21.669963869099227
1995-01-08,25.43298307743315,23.479957821890643,28.66024768664067,25.820926928410977,0.14059434540887328,0.5675092714800303,25.342902671854105,24.775393400374078,25.43298307743315,23.479957821890643,28.66024768664067,25.820926928410977,0.14059434540887328,0.5675092714800303,25.342902671854105,24.775393400374078
1995-01-09,25.015492086577428,22.160722858983846,29.52531243055875,25.489182049217327,0.20151116166980051,0.6884155639484336,31.598496201929375,30.91008063798095,25.015492086577428,22.160722858983846,29.52531243055875,25.489182049217327,0.20151116166980051,0.6884155639484336,31.598496201929375,30.91008063798095
1995-01-10,23.526174863873713,19.440344237206272,28.579101613022186,23.96112918430497,0.0017106532936850272,0.5430057106848626,36.59412295791455,36.05111724722967,23.526174863873713,19.440344237206272,28.579101613022186,23.96112918430497,0.0017106532936850272,0.5430057106848626,36.59412295791455,36.05111724722967
