date,temp_surface_c,temp_bottom_c,salinity_surface_psu,salinity_bottom_psu,bottom_level_m
1995-04-03,25.746000000000002,25.705,36.585,36.586,8
1995-04-04,25.652,25.628,36.606,36.607,8
1995-04-05,26.085,25.619,36.618,36.614000000000004,8
1995-04-06,26.162,26.076,36.635999999999996,36.637,8
1995-04-07,26.101,26.049,36.588,36.59,8
1995-04-08,26.105,26.045,36.556,36.558,8
1995-04-09,26.073999999999998,25.984,36.557,36.557,8
1995-04-10,26.125,25.775,36.567,36.568,8
1995-04-11,26.619,25.972,36.585,36.574,8
1995-04-12,26.857,26.169,36.575,36.574,8
1995-04-13,27.521,26.466,36.480000000000004,36.479,8
1995-04-14,26.826,26.775,36.513999999999996,36.516000000000005,8
1995-04-15,26.841,26.794,36.453,36.455,8
1995-04-16,26.664,26.607,36.385000000000005,36.388000000000005,8
1995-04-17,26.755,26.684,36.333,36.335,8
1995-04-18,26.79,26.748,36.303,36.304,8
1995-04-19,26.783,26.543,36.307,36.301,8
1995-04-20,26.741,26.694,36.318,36.318,8
1995-04-21,27.031,26.724,36.34,36.334,8
1995-04-22,26.92,26.87,36.370000000000005,36.369,8
1995-04-23,27.203,27.139,36.385000000000005,36.385000000000005,8
1995-04-24,27.241,27.123,36.426,36.425,8
1995-04-25,27.188,27.111,36.445,36.445,8
1995-04-26,27.193,27.163,36.461,36.462,8
1995-04-27,27.342,27.292,36.483000000000004,36.483000000000004,8
1995-04-28,27.342,27.18,36.506,36.506,8
1995-04-29,27.323999999999998,27.273,36.513999999999996,36.515,8
1995-04-30,27.084,27.033,36.528,36.528999999999996,8
1995-05-01,27.089,27.03,36.538,36.539,8
1995-05-02,27.036,26.897,36.544,36.544,8
1995-05-03,27.166,27.03,36.546,36.546,8
1995-05-04,27.228,27.148,36.548,36.548,8
1995-05-05,27.718,27.467,36.559,36.554,8
1995-05-06,27.798000000000002,27.768,36.551,36.551,8
1995-05-07,27.775,27.741,36.549,36.55,8
1995-05-08,27.755,27.72,36.549,36.55,8
1995-05-09,28.09,28.015,36.563,36.564,8
1995-05-10,28.231,27.981,36.565,36.565,8
1995-05-11,28.389,28.204,36.556,36.557,8
1995-05-12,28.314,28.221,36.547,36.547,8
1995-05-13,28.32,28.081,36.54,36.539,8
1995-05-14,28.271,28.189999999999998,36.552,36.55,8
1995-05-15,28.546,27.959,36.573,36.563,8
1995-05-16,28.177,28.149,36.563,36.565,8
1995-05-17,28.043,28.009,36.563,36.564,8
1995-05-18,27.921,27.813,36.586,36.583,8
1995-05-19,27.796,27.726,36.632000000000005,36.632000000000005,8
1995-05-20,27.97,27.578,36.607,36.609,8
1995-05-21,28.101,28.046,36.565,36.567,8
1995-05-22,28.034,27.991,36.516999999999996,36.518,8
1995-05-23,28.034,28.002000000000002,36.522999999999996,36.524,8
1995-05-24,28.1,28.061,36.546,36.548,8
1995-05-25,28.076999999999998,28.029,36.541,36.543,8
1995-05-26,28.061999999999998,28.014,36.532,36.533,8
1995-05-27,28.128999999999998,28.091,36.54,36.54,8
1995-05-28,28.456,28.413,36.546,36.547,8
1995-05-29,28.405,28.371000000000002,36.548,36.549,8
1995-05-30,27.894,27.859,36.54,36.541,8
1995-05-31,27.845,27.808,36.53,36.532,8
1995-06-01,27.851,27.807000000000002,36.527,36.527,8
1995-06-02,28.166,28.125,36.527,36.528,8
1995-06-03,28.475,28.371000000000002,36.521,36.521,8
1995-06-04,28.547,28.503999999999998,36.506,36.507000000000005,8
1995-06-05,28.738,28.609,36.503,36.504999999999995,8
1995-06-06,28.872999999999998,28.706,36.503,36.503,8
1995-06-07,29.192999999999998,28.641,36.507000000000005,36.504000000000005,8
1995-06-08,29.271,28.811999999999998,36.513000000000005,36.504999999999995,8
1995-06-09,29.130000000000003,29.082,36.513000000000005,36.513999999999996,8
1995-06-10,29.224,29.174,36.507999999999996,36.509,8
1995-06-11,29.108,29.069000000000003,36.506,36.507999999999996,8
1995-06-12,28.984,28.938000000000002,36.507999999999996,36.509,8
1995-06-13,29.384999999999998,28.570999999999998,36.486000000000004,36.474000000000004,8
1995-06-14,28.875,28.819000000000003,36.475,36.476,8
1995-06-15,28.595,28.54,36.481,36.483000000000004,8
1995-06-16,27.871000000000002,27.839,36.498999999999995,36.5,8
1995-06-17,27.879,27.852,36.5,36.501000000000005,8
1995-06-18,28.208,28.164,36.493,36.493,8
1995-06-19,28.386000000000003,28.296,36.498999999999995,36.497,8
1995-06-20,28.64,28.587,36.498000000000005,36.498999999999995,8
1995-06-21,28.903,28.856,36.498999999999995,36.5,8
1995-06-22,29.094,29.036,36.509,36.510999999999996,8
1995-06-23,28.982,28.939999999999998,36.513999999999996,36.515,8
1995-06-24,29.436,28.808,36.507000000000005,36.501999999999995,8
1995-06-25,29.4,29.072000000000003,36.512,36.504000000000005,8
1995-06-26,29.436999999999998,29.148,36.463,36.507999999999996,8
1995-06-27,29.579,29.087,36.465,36.453,8
1995-06-28,29.167,29.137999999999998,36.476,36.477000000000004,8
1995-06-29,29.012999999999998,28.972,36.484,36.485,8
1995-06-30,28.747,28.703,36.480000000000004,36.481,8
1995-07-01,28.519,28.476,36.481,36.482,8
1995-07-02,28.535,28.497999999999998,36.473,36.474000000000004,8
1995-07-03,28.719,28.673000000000002,36.472,36.472,8
1995-07-04,28.65,28.48,36.484,36.481,8
1995-07-05,28.923000000000002,28.322000000000003,36.513999999999996,36.49,8
1995-07-06,28.205,28.176000000000002,36.509,36.510000000000005,8
1995-07-07,28.175,28.141,36.482,36.483000000000004,8
1995-07-08,28.587,28.412,36.480000000000004,36.475,8
1995-07-09,28.759,28.714,36.49,36.49,8
1995-07-10,28.538,28.490000000000002,36.472,36.472,8
1995-07-11,28.65,28.404,36.441,36.446,8
1995-07-12,28.641,28.59,36.426,36.426,8
1995-07-13,28.488,28.442,36.403999999999996,36.405,8
1995-07-14,28.009,27.945,36.393,36.394000000000005,8
1995-07-15,28.509999999999998,28.067999999999998,36.388000000000005,36.382999999999996,8
1995-07-16,28.614,28.176000000000002,36.382999999999996,36.379999999999995,8
1995-07-17,29.209,28.561999999999998,36.379000000000005,36.376999999999995,8
1995-07-18,29.417,29.124000000000002,36.373000000000005,36.373000000000005,8
1995-07-19,29.682000000000002,29.438000000000002,36.379999999999995,36.376000000000005,8
1995-07-20,29.619,29.387999999999998,36.384,36.379999999999995,8
1995-07-21,29.406,29.34,36.376999999999995,36.378,8
1995-07-22,29.343,29.288,36.372,36.373000000000005,8
1995-07-23,29.259999999999998,29.21,36.364000000000004,36.365,8
1995-07-24,29.534,29.47,36.354,36.354,8
1995-07-25,28.849,28.825000000000003,36.353,36.354,8
1995-07-26,28.681,28.642,36.328,36.326,8
1995-07-27,28.931,28.887,36.31,36.309,8
1995-07-28,29.284,28.901,36.31,36.308,8
1995-07-29,29.424,29.012,36.319,36.312,8
1995-07-30,29.156,29.101,36.324,36.324,8
1995-07-31,29.47,29.0,36.339,36.331,8
1995-08-01,29.490000000000002,29.438000000000002,36.33,36.332,8
1995-08-02,29.516,29.472,36.326,36.327,8
1995-08-03,29.692999999999998,29.648,36.334,36.333,8
1995-08-04,30.439999999999998,29.250999999999998,36.298,36.341,8
1995-08-05,30.085,29.359,36.282,36.342,8
1995-08-06,29.695,29.509999999999998,36.342,36.338,8
1995-08-07,29.352,29.297,36.324,36.325,8
1995-08-08,29.058,29.009,36.286,36.287,8
1995-08-09,30.474,28.89,35.730000000000004,36.256,8
1995-08-10,29.35,28.992,36.106,36.138000000000005,8
1995-08-11,29.806,29.014,36.006,36.103,8
1995-08-12,29.467,29.244,36.086,36.082,8
1995-08-13,28.991,28.951,36.113,36.113,8
1995-08-14,28.767,28.717,36.144999999999996,36.146,8
1995-08-15,28.672,28.631,36.179,36.179,8
1995-08-16,28.53,28.488,36.199,36.199,8
1995-08-17,28.645,28.585,36.231,36.231,8
1995-08-18,29.114,28.481,36.265,36.248000000000005,8
1995-08-19,28.619,28.536,36.268,36.260999999999996,8
1995-08-20,28.950000000000003,28.902,36.271,36.272000000000006,8
1995-08-21,29.267,29.179000000000002,36.294,36.293,8
1995-08-22,29.239,29.046,36.306,36.303,8
1995-08-23,29.142,28.942999999999998,36.317,36.315,8
1995-08-24,29.795,29.552,36.328,36.325,8
1995-08-25,30.214,29.894,36.339,36.335,8
1995-08-26,30.965,29.825000000000003,36.345,36.34,8
1995-08-27,29.925,29.874000000000002,36.356,36.355000000000004,8
1995-08-28,29.872999999999998,29.820999999999998,36.361000000000004,36.361000000000004,8
1995-08-29,29.683,29.642,36.370000000000005,36.370999999999995,8
1995-08-30,29.294,29.249000000000002,36.365,36.366,8
1995-08-31,29.549,29.489,36.368,36.369,8
1995-09-01,29.622999999999998,29.274,36.372,36.368,8
1995-09-02,30.1,29.006999999999998,36.373000000000005,36.366,8
1995-09-03,29.408,29.262,36.366,36.366,8
1995-09-04,29.11,29.086,36.365,36.366,8
1995-09-05,29.184,28.974,36.349000000000004,36.363,8
1995-09-06,30.106,28.954,36.150999999999996,36.275,8
1995-09-07,29.329,29.222,36.25,36.248000000000005,8
1995-09-08,29.162,28.904,36.263999999999996,36.260999999999996,8
1995-09-09,29.674,28.851,36.29,36.278,8
1995-09-10,29.526,29.345,36.299,36.293,8
1995-09-11,29.352,29.319000000000003,36.309,36.31,8
1995-09-12,29.526,28.962,36.304,36.31,8
1995-09-13,29.365000000000002,29.285,36.318,36.317,8
1995-09-14,29.506999999999998,29.456,36.324,36.325,8
1995-09-15,29.585,29.528,36.333,36.333,8
1995-09-16,29.615000000000002,29.572000000000003,36.328,36.329,8
1995-09-17,29.560000000000002,29.261000000000003,36.343,36.337,8
1995-09-18,29.695999999999998,29.634999999999998,36.349000000000004,36.349000000000004,8
1995-09-19,29.768,29.72,36.356,36.357,8
1995-09-20,29.642,29.531,36.359,36.359,8
1995-09-21,29.736,29.686,36.364000000000004,36.365,8
1995-09-22,29.799,29.743000000000002,36.359,36.358000000000004,8
1995-09-23,29.996000000000002,29.451,36.332,36.341,8
1995-09-24,29.93,29.453,36.327,36.329,8
1995-09-25,30.172,29.459,36.315,36.333,8
1995-09-26,29.950000000000003,29.398,36.348,36.343,8
1995-09-27,29.628999999999998,29.591,36.358000000000004,36.358000000000004,8
1995-09-28,29.448999999999998,29.419,36.278,36.272999999999996,8
1995-09-29,29.464,29.429000000000002,36.153999999999996,36.15,8
1995-09-30,29.614,29.279,36.03,36.036,8
1995-10-01,29.524,29.320999999999998,35.988,36.010000000000005,8
1995-10-02,28.733,28.721,35.761,35.76,8
1995-10-03,27.719,27.708,35.51,35.511,8
1995-10-04,27.155,27.173000000000002,34.551,34.586,8
1995-10-05,27.469,27.429000000000002,34.44,34.44,8
1995-10-06,27.564,27.248,34.482,34.442,8
1995-10-07,27.045,27.009,34.612,34.608000000000004,8
1995-10-08,26.673000000000002,26.64,34.593,34.59,8
1995-10-09,26.254,26.218,34.661,34.655,8
1995-10-10,26.832,26.796,34.792,34.787,8
1995-10-11,26.997,26.984,35.039,35.031,8
1995-10-12,26.485,26.471,34.966,34.969,8
1995-10-13,26.087,26.076999999999998,34.952,34.964,8
1995-10-14,26.282,25.945999999999998,34.778999999999996,34.897999999999996,8
1995-10-15,26.037,26.026,34.518,34.525,8
1995-10-16,25.831,25.810000000000002,34.439,34.434,8
1995-10-17,25.681,25.661,34.891999999999996,34.891999999999996,8
1995-10-18,25.414,25.236,34.334,34.376,8
1995-10-19,26.45,25.315,33.821,33.966,8
1995-10-20,27.097,26.153,34.028,34.067,8
1995-10-21,26.544,26.512999999999998,34.363,34.36,8
1995-10-22,26.462,26.427,34.956,34.953,8
1995-10-23,26.478,26.448999999999998,35.093,35.092,8
1995-10-24,27.106,26.565,35.085,35.118,8
1995-10-25,27.016,26.98,35.187,35.184,8
1995-10-26,27.320999999999998,27.115000000000002,35.304,35.303,8
1995-10-27,27.783,27.275,35.382,35.38,8
1995-10-28,28.272,27.565,35.394999999999996,35.416,8
1995-10-29,27.909,27.843,35.444,35.443,8
1995-10-30,27.877,27.843,35.511,35.512,8
1995-10-31,27.901,27.735,35.514,35.522,8
1995-11-01,28.274,27.701,35.522,35.536,8
1995-11-02,28.117,27.73,35.534,35.545,8
1995-11-03,27.990000000000002,27.72,35.567,35.569,8
1995-11-04,28.032,27.695999999999998,35.594,35.596000000000004,8
1995-11-05,27.932000000000002,27.902,35.653999999999996,35.653,8
1995-11-06,27.858,27.829,35.71,35.711,8
1995-11-07,27.902,27.825,35.732,35.735,8
1995-11-08,28.356,27.740000000000002,35.735,35.744,8
1995-11-09,27.945,27.797,35.755,35.748000000000005,8
1995-11-10,27.87,27.814,35.78,35.78,8
1995-11-11,28.054000000000002,27.614,35.794,35.801,8
1995-11-12,27.884,27.567,35.815,35.814,8
1995-11-13,27.564,27.528,35.874,35.867000000000004,8
1995-11-14,27.222,27.2,35.881,35.881,8
1995-11-15,27.091,27.055,35.924,35.925,8
1995-11-16,27.092,27.056,36.004999999999995,36.006,8
1995-11-17,26.762,26.732,36.098,36.098,8
1995-11-18,26.363,26.338,36.17,36.171,8
1995-11-19,26.132,26.060000000000002,36.194,36.193,8
1995-11-20,26.127,26.073,36.197,36.197,8
1995-11-21,26.156,26.042,36.214,36.21,8
1995-11-22,26.183,26.147,36.239000000000004,36.24,8
1995-11-23,25.769,25.741,36.254000000000005,36.254999999999995,8
1995-11-24,25.721,25.687,36.272000000000006,36.272999999999996,8
1995-11-25,25.615000000000002,25.576999999999998,36.283,36.284,8
1995-11-26,25.29,25.253,36.295,36.297,8
1995-11-27,24.839,24.814,36.314,36.315,8
1995-11-28,24.633,24.512999999999998,36.339,36.328,8
1995-11-29,24.837,24.397,36.344,36.342,8
1995-11-30,24.916,24.859,36.32,36.321,8
1995-12-01,25.155,25.129,36.314,36.314,8
1995-12-02,25.179000000000002,25.158,36.325,36.325,8
1995-12-03,25.238,25.195999999999998,36.331,36.331,8
1995-12-04,25.292,25.211,36.335,36.334,8
1995-12-05,25.320999999999998,25.294,36.338,36.338,8
1995-12-06,25.104,25.073999999999998,36.342,36.343,8
1995-12-07,24.835,24.793,36.347,36.347,8
1995-12-08,24.811,24.663,36.352000000000004,36.349000000000004,8
1995-12-09,24.898,24.598,36.356,36.352000000000004,8
1995-12-10,24.915,24.686,36.36,36.359,8
1995-12-11,24.738,24.714,36.328,36.329,8
1995-12-12,24.09,24.063,36.344,36.345,8
1995-12-13,24.029,24.006,36.341,36.341,8
1995-12-14,24.258,24.227,36.343,36.343,8
1995-12-15,24.34,24.312,36.336,36.336,8
1995-12-16,24.265,24.243000000000002,36.327,36.327,8
1995-12-17,24.35,24.195,36.327,36.327,8
1995-12-18,24.395,24.247,36.327,36.327,8
1995-12-19,25.468,24.812,36.318,36.33,8
1995-12-20,24.98,24.944,36.324,36.324,8
1995-12-21,24.762,24.741,36.335,36.335,8
1995-12-22,24.44,24.41,36.337,36.337,8
1995-12-23,24.296,24.269,36.334,36.333,8
1995-12-24,24.114,24.088,36.329,36.33,8
1995-12-25,23.848,23.824,36.338,36.338,8
1995-12-26,23.59,23.569,36.354,36.354,8
1995-12-27,23.4,23.383,36.365,36.364000000000004,8
1995-12-28,23.057,23.086,36.237,36.263999999999996,8
1995-12-29,22.686,22.664,36.122,36.119,8
1995-12-30,22.693,22.668,36.164,36.163,8
1995-12-31,23.168,23.128,36.188,36.188,8
1996-01-01,23.364,23.139,36.188,36.184,8
1996-01-02,23.523,23.44,36.183,36.183,8
1996-01-03,23.771,23.742,36.191,36.191,8
1996-01-04,23.677,23.64,36.209,36.209,8
1996-01-05,23.243,23.21,36.219,36.22,8
1996-01-06,22.848,22.836,36.209,36.209,8
1996-01-07,23.352,22.809,36.212,36.208,8
1996-01-08,22.869,22.843,36.205,36.205,8
1996-01-09,22.13,22.098,36.227000000000004,36.228,8
1996-01-10,21.893,21.869,36.223,36.221000000000004,8
1996-01-11,21.789,21.775,36.233000000000004,36.233000000000004,8
1996-01-12,21.758,21.64,36.237,36.234,8
1996-01-13,21.656,21.615,36.242000000000004,36.242000000000004,8
1996-01-14,21.514,21.401,36.260000000000005,36.256,8
1996-01-15,21.27,21.076,36.272999999999996,36.266999999999996,8
1996-01-16,21.048000000000002,21.008,36.272000000000006,36.272000000000006,8
1996-01-17,21.097,21.072,36.281,36.281,8
1996-01-18,21.971,21.054,36.302,36.294,8
1996-01-19,21.322,21.036,36.299,36.299,8
1996-01-20,21.008,20.976,36.326,36.327,8
1996-01-21,20.88,20.851,36.346000000000004,36.346000000000004,8
1996-01-22,21.323,21.308,36.346000000000004,36.346000000000004,8
1996-01-23,21.561,21.543,36.341,36.341,8
1996-01-24,22.11,21.592,36.342,36.34,8
1996-01-25,21.966,21.779,36.345,36.345,8
1996-01-26,22.352,22.319,36.341,36.341,8
1996-01-27,22.81,22.445,36.345,36.343,8
1996-01-28,22.666,22.647,36.351,36.352000000000004,8
1996-01-29,22.683,22.664,36.355000000000004,36.356,8
1996-01-30,22.727,22.695,36.365,36.365,8
1996-01-31,23.104,22.871,36.376999999999995,36.373000000000005,8
1996-02-01,23.296,23.09,36.388000000000005,36.385999999999996,8
1996-02-02,23.62,23.273,36.399,36.394000000000005,8
1996-02-03,23.576,23.54,36.409,36.409,8
1996-02-04,23.144,23.123,36.403,36.403999999999996,8
1996-02-05,22.597,22.568,36.416,36.417,8
1996-02-06,21.749,21.722,36.442,36.442,8
1996-02-07,21.465,21.436,36.456,36.457,8
1996-02-08,,,,,
1996-02-09,21.428,21.403,36.463,36.463,8
1996-02-10,21.247,21.221,36.467,36.467,8
1996-02-11,21.356,21.326999999999998,36.467,36.467,8
1996-02-12,21.763,21.726,36.469,36.47,8
1996-02-13,22.072,22.042,36.471000000000004,36.472,8
1996-02-14,21.853,21.81,36.480000000000004,36.481,8
1996-02-15,21.995,21.68,36.492000000000004,36.487,8
1996-02-16,22.03,21.824,36.503,36.501999999999995,8
1996-02-17,22.186,22.159,36.5,36.501000000000005,8
1996-02-18,22.016,21.972,36.510999999999996,36.512,8
1996-02-19,21.74,21.709,36.527,36.528,8
1996-02-20,22.152,21.453,36.55,36.546,8
1996-02-21,22.096,21.866,36.555,36.556,8
1996-02-22,22.578,22.175,36.552,36.552,8
1996-02-23,22.823,22.596,36.55,36.55,8
1996-02-24,23.033,22.828,36.559,36.559,8
1996-02-25,23.215,23.188,36.555,36.555,8
1996-02-26,23.240000000000002,23.208,36.556,36.556,8
1996-02-27,23.887,23.08,36.579,36.568,8
1996-02-28,24.258,23.399,36.589,36.578,8
1996-02-29,23.902,23.701999999999998,36.59,36.589,8
1996-03-01,24.287,23.918,36.592,36.588,8
1996-03-02,24.169,24.134999999999998,36.6,36.6,8
1996-03-03,23.799,23.773,36.602000000000004,36.603,8
1996-03-04,23.701,23.682,36.588,36.588,8
1996-03-05,23.843,23.824,36.562,36.562,8
1996-03-06,24.402,24.323,36.569,36.568,8
1996-03-07,24.955,24.627,36.581,36.578,8
1996-03-08,25.057000000000002,25.036,36.593,36.593,8
1996-03-09,24.227,24.198999999999998,36.543,36.545,8
1996-03-10,23.325,23.288,36.551,36.552,8
1996-03-11,22.996,22.942,36.559,36.561,8
1996-03-12,22.233,22.21,36.559,36.56,8
1996-03-13,22.19,22.135,36.564,36.565,8
1996-03-14,21.892,21.851,36.572,36.572,8
1996-03-15,21.686,21.662,36.58,36.581,8
1996-03-16,22.041,21.791,36.578,36.578,8
1996-03-17,23.172,22.179,36.582,36.576,8
1996-03-18,22.676000000000002,22.55,36.599000000000004,36.599000000000004,8
1996-03-19,22.889,22.69,36.612,36.613,8
1996-03-20,22.879,22.835,36.59,36.591,8
1996-03-21,22.51,22.467,36.571,36.572,8
1996-03-22,22.282,22.23,36.586,36.587,8
1996-03-23,22.3,22.249,36.601,36.603,8
1996-03-24,22.246,22.218,36.612,36.612,8
1996-03-25,22.271,22.196,36.634,36.632999999999996,8
1996-03-26,22.724,22.559,36.620000000000005,36.618,8
1996-03-27,22.987000000000002,22.749,36.599000000000004,36.598,8
1996-03-28,23.331,23.207,36.607,36.61,8
1996-03-29,24.014,23.625,36.579,36.583,8
1996-03-30,24.269,24.166,36.56,36.561,8
1996-03-31,24.506999999999998,24.285,36.565,36.565,8
1996-04-01,24.804000000000002,24.749,36.577,36.577,8
1996-04-02,24.404,24.375,36.566,36.568,8
1996-04-03,24.148,24.104,36.564,36.565,8
1996-04-04,24.285,24.246000000000002,36.578,36.579,8
1996-04-05,24.575,24.535,36.578,36.579,8
1996-04-06,24.794,24.777,36.559,36.56,8
1996-04-07,24.947,24.922,36.565,36.566,8
1996-04-08,25.0,24.956,36.54,36.543,8
1996-04-09,25.312,25.125,36.541,36.543,8
1996-04-10,25.273,25.261,36.501999999999995,36.504000000000005,8
1996-04-11,25.225,25.184,36.504000000000005,36.504999999999995,8
1996-04-12,25.392,25.359,36.519000000000005,36.519999999999996,8
1996-04-13,25.35,25.304000000000002,36.525,36.525999999999996,8
1996-04-14,25.663,25.502,36.515,36.515,8
1996-04-15,25.732,25.685000000000002,36.489000000000004,36.49,8
1996-04-16,25.567,25.547,36.481,36.482,8
1996-04-17,25.539,25.498,36.478,36.479,8
1996-04-18,25.576999999999998,25.535,36.480000000000004,36.479,8
1996-04-19,25.864,25.828,36.493,36.494,8
1996-04-20,26.125,26.086,36.478,36.479,8
1996-04-21,26.281,26.244,36.472,36.472,8
1996-04-22,26.366,26.339,36.480000000000004,36.481,8
1996-04-23,26.346,26.277,36.486000000000004,36.485,8
1996-04-24,26.311,26.281,36.481,36.478,8
1996-04-25,26.749000000000002,26.649,36.424,36.425,8
1996-04-26,27.001,26.59,36.435,36.424,8
1996-04-27,26.797,26.751,36.454,36.455,8
1996-04-28,26.636,26.595,36.443,36.444,8
1996-04-29,26.754,26.727,36.438,36.439,8
1996-04-30,27.05,26.509999999999998,36.454,36.447,8
1996-05-01,26.707,26.679000000000002,36.444,36.445,8
1996-05-02,26.537,26.465,36.448,36.449,8
1996-05-03,26.559,26.514,36.46,36.461,8
1996-05-04,26.615000000000002,26.568,36.46,36.461,8
1996-05-05,26.509,26.482,36.437,36.438,8
1996-05-06,26.792,26.749000000000002,36.414,36.415,8
1996-05-07,26.931,26.893,36.407,36.409,8
1996-05-08,27.054000000000002,27.012,36.408,36.409,8
1996-05-09,27.124000000000002,27.09,36.425,36.426,8
1996-05-10,27.057000000000002,27.034,36.437,36.436,8
1996-05-11,27.162,27.121000000000002,36.408,36.408,8
1996-05-12,27.201,27.156,36.408,36.409,8
1996-05-13,27.294,27.244,36.409,36.411,8
1996-05-14,27.112000000000002,27.061,36.421,36.422,8
1996-05-15,26.943,26.899,36.424,36.425,8
